Protein1,Protein2,Score,Experimental System Type
RAD9A,ATRIP,992,genetic
RAB6A,DENND5A,992,genetic
TNKS,RNF146,992,genetic
MSL3,H4C9,992,genetic
CFLAR,ITCH,992,genetic
TCAP,MYOZ2,992,genetic
LEP,POMC,992,genetic
PABPC1,LARP4,992,genetic
CD19,CD22,992,genetic
AMBN,TUFT1,992,genetic
AMBN,AMTN,992,genetic
TSFM,MRRF,992,genetic
WDR75,RPS23,992,genetic
WDR75,FCF1,992,genetic
WDR75,NOL11,992,genetic
DDX10,ABT1,992,genetic
MCM9,CDT1,992,genetic
GBA,UGCG,992,genetic
MRPL1,MRPL2,992,genetic
CALML3,PRKACG,992,genetic
PRPF3,PHF5A,992,genetic
MRPS31,MRPS28,992,genetic
TYMS,FPGS,992,genetic
PAM16,TIMM17A,992,genetic
NDUFS8,NDUFAF2,992,genetic
TLN1,FN1,992,genetic
NUP98,NUP58,992,genetic
SGF29,ATXN7L3,992,genetic
UBE2N,TRAF2,992,genetic
CLEC4M,ICAM3,992,genetic
CSH1,GHR,992,genetic
SUZ12,PHF1,992,genetic
BIN1,DNM2,992,genetic
MET,SHC1,992,genetic
MRPS11,MRPL44,992,genetic
MRPS11,MRPL2,992,genetic
MRPS11,MRPL23,992,genetic
MRPS11,MRPL43,992,genetic
MRPS11,MRPL47,992,genetic
COX5A,NDUFB5,992,genetic
WASHC5,WASHC2A,992,genetic
MRPS24,MRPS2,992,genetic
CCDC114,CCDC151,992,genetic
VPS37A,MVB12B,992,genetic
RPS15A,RPS4Y1,992,genetic
BID,CASP8,992,genetic
SF3B2,PRPF31,992,genetic
SHMT1,DHFR2,992,genetic
DHFR2,SHMT1,992,genetic
GCSH,DLD,992,genetic
CXCR2,CXCL10,992,genetic
TNS2,DLC1,992,genetic
ELL3,CCNT1,992,genetic
ELL3,ELL,992,genetic
ELL3,EAF1,992,genetic
IFT22,IFT172,992,genetic
MRPS33,MRPS12,992,genetic
MLXIPL,MLXIP,992,genetic
SH2B1,JAK2,992,genetic
TALDO1,FBP1,992,genetic
RRP7A,RPS13,992,genetic
RRP7A,RPS9,992,genetic
MICU3,MCUR1,992,genetic
ATG4C,GABARAPL1,992,genetic
RRS1,MRTO4,992,genetic
RRS1,RPL11,992,genetic
RRS1,RSL1D1,992,genetic
TUFM,RPS20,992,genetic
POLE,WDHD1,992,genetic
ATRIP,RAD9A,992,genetic
IFT88,IFT20,992,genetic
DBF4B,CDC7,992,genetic
SMARCE1,DPF3,992,genetic
OXTR,GNAS,992,genetic
ZYX,PXN,992,genetic
PGR,NCOR2,992,genetic
AP3S1,AP3M2,992,genetic
KARS1,AARS1,992,genetic
PPP1CA,PPP1R7,992,genetic
MED25,MED21,992,genetic
CUL1,FBXW8,992,genetic
CUL1,FBXO7,992,genetic
NCBP2,SNRPA1,992,genetic
NCBP2,SF3A3,992,genetic
NCBP2,SNRPE,992,genetic
IMP3,UTP15,992,genetic
IMP3,NOP14,992,genetic
LMNB2,LMNA,992,genetic
NDUFV2,NDUFAF2,992,genetic
NKX2-5,TBX20,992,genetic
YAF2,RYBP,992,genetic
YAF2,KDM2B,992,genetic
NOC4L,RPS11,992,genetic
NOC4L,RPS8,992,genetic
NOC4L,FBL,992,genetic
SCN5A,FGF13,992,genetic
SP1,CREBBP,992,genetic
GP1BA,F2,992,genetic
TBK1,IRF7,992,genetic
CASP9,BCL2L1,992,genetic
TRAPPC6B,TRAPPC12,992,genetic
SOCS3,IL6ST,992,genetic
AMY1C,SI,992,genetic
MT1H,MT1F,992,genetic
RPS27L,RPS27A,992,genetic
RPS27L,RPL5,992,genetic
RPS27L,RPL23A,992,genetic
RPS27L,RPS7,992,genetic
CD8B,CD3D,992,genetic
KREMEN1,DKK2,992,genetic
MORF4L1,MBTD1,992,genetic
PRMT3,RPS2,992,genetic
CD86,CD27,992,genetic
HIST2H2AC,H2BC12,992,genetic
ATP6V0A2,ATP6V1H,992,genetic
CCR10,CCL17,992,genetic
EIF3C,EIF4A1,992,genetic
UQCR10,NDUFA7,992,genetic
UQCR10,COX7B,992,genetic
HIST2H3D,SETDB1,992,genetic
HIST2H3D,ATRX,992,genetic
MRPL40,MRPL3,992,genetic
MRPL40,MRPL33,992,genetic
MRPL40,MRPL30,992,genetic
MRPL40,MRPL10,992,genetic
MRPL40,MRPS5,992,genetic
ACAA1,ACADS,992,genetic
SHMT2,DHFR,992,genetic
SHMT2,AGXT,992,genetic
MRPL12,GFM1,992,genetic
UNC5B,NEO1,992,genetic
KPNA4,NFKB1,992,genetic
MT1F,MT1H,992,genetic
PTPRB,PTN,992,genetic
PDCD1,CTLA4,992,genetic
HSP90AA1,AHR,992,genetic
HSP90AA1,CHUK,992,genetic
SF3B1,LSM3,992,genetic
KNL1,NUF2,992,genetic
KNL1,SPC24,992,genetic
CLDN2,TJP1,992,genetic
EIF5A,RPS6,992,genetic
EIF5A,RPS15,992,genetic
TNRC6C,AGO2,992,genetic
ATF4,EIF2AK3,992,genetic
SEL1L,VCP,992,genetic
SEL1L,FAF2,992,genetic
AZIN1,OAZ2,992,genetic
TDP1,LIG3,992,genetic
TDP1,TOP1,992,genetic
KLK5,SPINK5,992,genetic
ISYNA1,IMPA2,992,genetic
HTR7,GNB1,992,genetic
MRPL30,MRPL13,992,genetic
MRPL30,MRPL40,992,genetic
MRPL30,MRPL19,992,genetic
MRPL35,MRPL15,992,genetic
UBA1,UBE2A,992,genetic
MGAT4B,MGAT5,992,genetic
MGAT4B,MGAT5B,992,genetic
STX3,SNAP29,992,genetic
STX3,VAMP7,992,genetic
EEF1A1,RPS11,992,genetic
EEF1A1,RPS16,992,genetic
EEF1A1,RPL9P9,992,genetic
RBMX2,PRPF8,992,genetic
RBMX2,PRPF19,992,genetic
RRP1B,EBNA1BP2,992,genetic
LOC102723996,CTLA4,992,genetic
RPL7,RSL24D1,992,genetic
RPL7,RPL10L,992,genetic
SNRNP48,SNRNP35,992,genetic
H3F3C,CHD4,992,genetic
MRPL43,MRPS11,992,genetic
MRPL43,MRPL40,992,genetic
MRPL43,MRPL15,992,genetic
MIOS,CASTOR1,992,genetic
TAF9B,TAF2,992,genetic
TAF9B,SUPT7L,992,genetic
TAF9B,TAF13,992,genetic
TAF3,GTF2B,992,genetic
PARK7,HSPA9,992,genetic
KAT5,KAT2B,992,genetic
KAT5,FOXP3,992,genetic
GTF2F2,GTF2A2,992,genetic
AMTN,AMBN,992,genetic
MRPL20,MRPS2,992,genetic
H2AC7,HIST1H2BO,992,genetic
PTK2,FOXO3,992,genetic
NEO1,UNC5B,992,genetic
TRADD,FAS,992,genetic
PHF10,ACTL6B,992,genetic
HNRNPA1,HNRNPU,992,genetic
RPS2,EIF1AX,992,genetic
RPS2,TSR1,992,genetic
RPS2,PRMT3,992,genetic
NCR3,NCR1,992,genetic
ERBB4,AREG,992,genetic
NUP43,NUP35,992,genetic
SNRPD2,SNIP1,992,genetic
SEC24C,SAR1A,992,genetic
USP1,FANCI,992,genetic
MCCC2,IVD,992,genetic
ATR,HUS1,992,genetic
ATR,CDC7,992,genetic
UGT1A10,CYP3A4,992,genetic
MRRF,MRPL36,992,genetic
MRRF,MRPL33,992,genetic
MRRF,TSFM,992,genetic
IFNAR2,IFNGR1,992,genetic
CLUAP1,TTC26,992,genetic
FCF1,NAT10,992,genetic
FCF1,WDR75,992,genetic
FCF1,RPS23,992,genetic
MOCS1,GPHN,992,genetic
RBPJ,KAT2B,992,genetic
CTSL,CSTA,992,genetic
NUP50,KPNA1,992,genetic
RPS21,LTV1,992,genetic
RPS21,BYSL,992,genetic
RPL3,RPL36AL,992,genetic
RPL36AL,RPL3,992,genetic
RPL27A,EIF6,992,genetic
RPS3A,BYSL,992,genetic
RPS3A,UTP6,992,genetic
RPS3A,EIF2S3,992,genetic
TDRD6,PIWIL1,992,genetic
CRKL,GAB1,992,genetic
PES1,NOC3L,992,genetic
FN1,FBLN1,992,genetic
ASGR2,ASGR1,992,genetic
OCLN,MARVELD2,992,genetic
WARS1,WARS2,992,genetic
VANGL1,PRICKLE1,992,genetic
TBCD,TBCE,992,genetic
TNFRSF14,TRAF5,992,genetic
TJP1,CTTN,992,genetic
TJP1,CLDN2,992,genetic
ACMSD,HAAO,992,genetic
SDAD1,GNL2,992,genetic
AMPH,DNM2,992,genetic
CCDC151,CCDC114,992,genetic
UBE2C,ANAPC15,992,genetic
UBE2C,CDC16,992,genetic
UBE2C,BIRC5,992,genetic
RPS26,EIF2S2,992,genetic
PPP4R2,PPP4R1,992,genetic
NHEJ1,DCLRE1C,992,genetic
H2BC12,H2AC8,992,genetic
PEX2,PEX5,992,genetic
RASSF1,HRAS,992,genetic
SFPQ,RBM14-RBM4,992,genetic
ANAPC11,UBE2D1,992,genetic
FXR1,FMR1,992,genetic
APOA4,APOB,992,genetic
SGO2,SGO1,992,genetic
COPS5,CDKN1B,992,genetic
NF1,SPRED1,992,genetic
XAB2,SF3A1,992,genetic
CASP8,CASP7,992,genetic
CASP8,BID,992,genetic
PSMB10,PSMB5,992,genetic
WDR5,CHD8,992,genetic
VCP,PLAA,992,genetic
VCP,SEL1L,992,genetic
ELN,LOX,992,genetic
EDC4,DCP1B,992,genetic
TGFBR2,ACVRL1,992,genetic
H3C8,BRD4,992,genetic
H3C8,H2BC11,992,genetic
H3C8,H2AX,992,genetic
XRCC6,APLF,992,genetic
XRCC6,MSH6,992,genetic
NUP214,NUP188,992,genetic
NUP214,AAAS,992,genetic
ATP6V1H,ATP6V1C2,992,genetic
ATP6V1H,ATP6V0A2,992,genetic
MB,ALB,992,genetic
SPINK5,KLK5,992,genetic
MAK16,RSL1D1,992,genetic
MYLK,CALM1,992,genetic
NRP2,FLT4,992,genetic
WDHD1,POLE,992,genetic
TLR9,TLR7,992,genetic
GTPBP4,GNL3,992,genetic
EIF3B,RPSA,992,genetic
UBA3,UBE2F,992,genetic
STAT1,JAK3,992,genetic
FAN1,PMS2,992,genetic
MT-CO1,COX15,992,genetic
MT-CO1,COX6A2,992,genetic
MT-CO1,MT-ND4L,992,genetic
TOP1,TDP1,992,genetic
MRPL24,MRPS15,992,genetic
MRPL24,MALSU1,992,genetic
MT-CYB,COX5B,992,genetic
MTOR,IRS1,992,genetic
MTOR,SGK1,992,genetic
AMY2B,SI,992,genetic
WHRN,USH1G,992,genetic
TAF11,GTF2E1,992,genetic
NPY1R,GNAI1,992,genetic
MT-ND4L,MT-CO1,992,genetic
ARHGEF2,CGNL1,992,genetic
MT-CO2,COX6A2,992,genetic
MT-CO2,UQCRB,992,genetic
DMD,SGCB,992,genetic
TLR1,TIRAP,992,genetic
MT-ND2,UQCRFS1,992,genetic
TAF13,GTF2B,992,genetic
TAF13,TAF9B,992,genetic
BECN1,GABARAPL2,992,genetic
PSMB5,PSMB10,992,genetic
ADSS2,ASS1,992,genetic
ADSS2,AMPD1,992,genetic
ADSS2,AMPD2,992,genetic
CEP170,CEP128,992,genetic
RYR2,AKAP6,992,genetic
MTR,AHCY,992,genetic
HEATR1,RPS23,992,genetic
AGT,KNG1,992,genetic
HIST3H3,CHD4,992,genetic
PARP1,PARG,992,genetic
LEFTY2,NODAL,992,genetic
IARS2,QARS1,992,genetic
EPRS1,LARS2,992,genetic
EPRS1,DUS2,992,genetic
NEK2,CDC23,992,genetic
CD55,C4B_2,992,genetic
TIMM17A,PAM16,992,genetic
TAB2,IKBKB,992,genetic
UTRN,DMD,992,genetic
SF3B5,LSM2,992,genetic
SF3B5,RNF113A,992,genetic
SF3B5,CWC22,992,genetic
LTV1,RPS21,992,genetic
PEX3,PEX12,992,genetic
SERPINC1,PLG,992,genetic
FASLG,PRF1,992,genetic
IFNGR1,IFNAR2,992,genetic
IFNGR1,IFNAR1,992,genetic
SGK1,MTOR,992,genetic
STX7,VAMP4,992,genetic
STX7,SNAP23,992,genetic
NDUFS2,UQCRQ,992,genetic
NDUFS2,UQCRH,992,genetic
F11R,CGN,992,genetic
DCAF8,CUL4B,992,genetic
UBQLN4,ATXN1,992,genetic
RNF146,TNKS,992,genetic
GOPC,CFTR,992,genetic
TRAPPC3L,TRAPPC2,992,genetic
CRTC2,SIK2,992,genetic
GLRX3,BOLA1,992,genetic
CHTOP,ALYREF,992,genetic
S100A10,PLG,992,genetic
TUFT1,AMBN,992,genetic
PI4KB,NCS1,992,genetic
PSMD4,PSMB9,992,genetic
CDC40,SF3A3,992,genetic
EIF3A,RPS20,992,genetic
BOLA1,GLRX3,992,genetic
MAP3K7,TLR3,992,genetic
CD2,CD2BP2,992,genetic
NRAS,SOS1,992,genetic
DKC1,NAT10,992,genetic
DKC1,FBLL1,992,genetic
PDCD11,WDR43,992,genetic
PDCD11,RPL23,992,genetic
TTK,NDC80,992,genetic
FLNA,ARHGAP24,992,genetic
GNAI3,GNAI2,992,genetic
CYP17A1,SRD5A1,992,genetic
BTRC,YAP1,992,genetic
BTRC,FBXO5,992,genetic
RPL5,RPS27L,992,genetic
RPL5,NOP53,992,genetic
GLMN,CUL7,992,genetic
PKN2,RHOA,992,genetic
RPF1,BOP1,992,genetic
RPF1,WDR12,992,genetic
SERBP1,RPL31,992,genetic
SERBP1,RPS7,992,genetic
SERBP1,RPS12,992,genetic
FRAT1,AXIN1,992,genetic
GNAS,OXTR,992,genetic
GNAS,HTR6,992,genetic
JUN,MAPK14,992,genetic
ALDH18A1,ALDH4A1,992,genetic
DHCR24,CYP51A1,992,genetic
NOC3L,WDR12,992,genetic
NOC3L,EBNA1BP2,992,genetic
NOC3L,PES1,992,genetic
MAGOH,ALYREF,992,genetic
CDC5L,CWF19L2,992,genetic
HSP90AB1,AGO2,992,genetic
HSP90AB1,HSF1,992,genetic
UBE2A,UBA1,992,genetic
MRPS2,MRPL2,992,genetic
MRPS2,MRPL27,992,genetic
MRPS2,CHCHD1,992,genetic
MRPS2,MRPL23,992,genetic
MRPS2,MRPL20,992,genetic
IL13RA2,IL4,992,genetic
PREX1,GNB1,992,genetic
SURF1,COX15,992,genetic
RAD54L,RAD51,992,genetic
POMGNT1,DAG1,992,genetic
RPL7A,RPS4Y1,992,genetic
MRPS18A,MRPL27,992,genetic
CD40,TNF,992,genetic
DMAP1,SRCAP,992,genetic
MMP9,CTSG,992,genetic
ASS1,ADSS2,992,genetic
NCS1,PI4KB,992,genetic
CDC20,CDCA8,992,genetic
CDC20,CDK2,992,genetic
ZMPSTE24,RCE1,992,genetic
PPIE,CWC15,992,genetic
PPIE,EFTUD2,992,genetic
PPIE,CDC40,992,genetic
ADA,ADA2,992,genetic
ADA,ADK,992,genetic
MRPS16,MRPL42,992,genetic
MRPS16,MTIF2,992,genetic
NOX1,DUOX1,992,genetic
UTP11,FBL,992,genetic
SF3A3,SF1,992,genetic
SF3A3,CDC40,992,genetic
SF3A3,NCBP2,992,genetic
SF3A3,LSM5,992,genetic
CDCA8,CDC20,992,genetic
GNL2,WDR18,992,genetic
GNL2,SDAD1,992,genetic
GNL2,NIFK,992,genetic
MRPS15,RPS18,992,genetic
MRPS15,MRPL24,992,genetic
SAR1A,SEC24C,992,genetic
FPGS,TYMS,992,genetic
DLGAP3,SHANK3,992,genetic
UGT1A4,CYP3A4,992,genetic
UGT1A7,CYP3A4,992,genetic
UGT1A8,CYP3A4,992,genetic
RBBP4,MBD3,992,genetic
HDAC1,BRMS1,992,genetic
HDAC1,BRMS1L,992,genetic
SRC,RHOA,992,genetic
EIF3I,RPS9,992,genetic
EIF3I,RPS12,992,genetic
PPIL1,PLRG1,992,genetic
NDUFA8,COX5B,992,genetic
NDUFA8,MT-ND6,992,genetic
NDUFA8,UQCRC1,992,genetic
CNTRL,NIN,992,genetic
UBE2D1,ANAPC11,992,genetic
CISD1,CISD3,992,genetic
STX12,SNAP29,992,genetic
PCDH15,USH1C,992,genetic
PHF20,KAT8,992,genetic
NFS1,MPST,992,genetic
RGS3,EFNB1,992,genetic
CDC26,BUB1B,992,genetic
FOXO4,AKT1,992,genetic
UGCG,GBA,992,genetic
ITPR3,TRPC1,992,genetic
ALOX5,LTA4H,992,genetic
KIF4A,KIF20A,992,genetic
LPAR1,LPAR6,992,genetic
PHF1,SUZ12,992,genetic
BMS1,RPS8,992,genetic
BMS1,EXOSC10,992,genetic
BMS1,RPS11,992,genetic
WDR46,RPS23,992,genetic
C1QC,C1S,992,genetic
RXRB,RARB,992,genetic
PSMB9,PSMD4,992,genetic
MRPL50,MRPL44,992,genetic
FAAH2,GATB,992,genetic
HLA-DQA2,CD74,992,genetic
EIF2S2,RPS23,992,genetic
EIF2S2,RPS26,992,genetic
XPA,ERCC5,992,genetic
NCBP1,PHAX,992,genetic
MRTO4,RRS1,992,genetic
FBP2,GPI,992,genetic
ALDH4A1,ALDH18A1,992,genetic
CUL4A,AMBRA1,992,genetic
SYK,CLEC1B,992,genetic
BCL2L1,BECN2,992,genetic
BCL2L1,ATG5,992,genetic
BCL2L1,CASP9,992,genetic
COX4I2,UQCRC2,992,genetic
COX4I2,UQCRQ,992,genetic
HLA-G,CD160,992,genetic
EXOSC10,BMS1,992,genetic
DFFA,CASP3,992,genetic
THBD,PROC,992,genetic
SYVN1,ERLEC1,992,genetic
NMNAT1,NAMPT,992,genetic
PRKACG,CALM1,992,genetic
PRKACG,CALML5,992,genetic
PRKACG,CALML3,992,genetic
PRKACG,CALML4,992,genetic
VPS28,SNF8,992,genetic
SF1,SF3A3,992,genetic
AUP1,DERL2,992,genetic
LMO7,EMD,992,genetic
POLR3F,POLR2L,992,genetic
HIST1H2AC,HIST1H2BH,992,genetic
CUBN,ALB,992,genetic
KCNAB2,KCNA3,992,genetic
TAF2,TAF9B,992,genetic
DCLRE1C,NHEJ1,992,genetic
LPAR6,LPAR1,992,genetic
LIG3,TDP1,992,genetic
RPS16,SNU13,992,genetic
RPS16,EEF1A1,992,genetic
RPS16,EIF2S3,992,genetic
GNB1,PREX1,992,genetic
GNB1,HTR7,992,genetic
GNB1,RHO,992,genetic
GNB1,GNAT1,992,genetic
UQCRQ,COX4I2,992,genetic
UQCRQ,NDUFV1,992,genetic
UQCRQ,NDUFS2,992,genetic
UQCRQ,NDUFS7,992,genetic
BMP2,ACVR1,992,genetic
TNFRSF4,ICOSLG,992,genetic
WBP4,PRPF4,992,genetic
WBP4,SF3B4,992,genetic
EIF1AX,RPS2,992,genetic
DNAJA1,HSPA4,992,genetic
APTX,APLF,992,genetic
DDX58,DDX60,992,genetic
RPP40,POP1,992,genetic
KL,FGF18,992,genetic
KL,FGFR4,992,genetic
MRPS26,MRPS10,992,genetic
MRPS26,MRPS21,992,genetic
MRPS26,DAP3,992,genetic
CALML5,PRKACG,992,genetic
RPS6,EIF2S3,992,genetic
RPS6,EIF5A,992,genetic
HADHA,ACADL,992,genetic
HADHA,ACADS,992,genetic
SMN2,GEMIN5,992,genetic
EIF3CL,EIF3G,992,genetic
CWC27,PRPF19,992,genetic
NOP56,RPS5,992,genetic
NOP56,IMP3,992,genetic
POLR2B,GTF2E1,992,genetic
POLR2B,MED31,992,genetic
EXOC1,CDC42,992,genetic
IL6ST,STAT3,992,genetic
ITSN1,AP2B1,992,genetic
ITSN1,EPN2,992,genetic
SGCB,DMD,992,genetic
CDK8,MED31,992,genetic
CD274,STAT3,992,genetic
JAK2,IL13RA1,992,genetic
JAK2,CSF2RB,992,genetic
NOL10,EMG1,992,genetic
RCL1,NOP14,992,genetic
SDCBP2,CD63,992,genetic
YWHAQ,CDC25C,992,genetic
NIN,CNTRL,992,genetic
TP53BP1,CHEK1,992,genetic
TP53BP1,HIST2H3D,992,genetic
ARHGAP5,RHOA,992,genetic
PSME1,PSMA4,992,genetic
PSME1,PSMA7,992,genetic
PSME1,PSMA2,992,genetic
TBL1Y,CTNNB1,992,genetic
SH3BP5,RAB11A,992,genetic
MRPL2,DAP3,992,genetic
MRPL2,MRPL1,992,genetic
MRPL2,FAU,992,genetic
MRPL2,MRPS2,992,genetic
MRPL2,MRPS11,992,genetic
METTL14,METTL4,992,genetic
DNM2,BIN1,992,genetic
DNM2,AMPH,992,genetic
EP400,ANP32E,992,genetic
RTF1,SSRP1,992,genetic
LILRB2,HLA-B,992,genetic
LILRB2,HLA-A,992,genetic
RPS9,RRP7A,992,genetic
RPS9,IMP4,992,genetic
RPS9,EIF3I,992,genetic
RPS9,WDR43,992,genetic
RPL13A,PA2G4,992,genetic
WIPF1,GRB2,992,genetic
GRB2,A1BG,992,genetic
ETS1,MAPK1,992,genetic
TRAF3,TLR3,992,genetic
IGF1,ERBB2,992,genetic
PTPRZ1,CNTN1,992,genetic
PLXNA1,SEMA3F,992,genetic
KEAP1,DPP3,992,genetic
DDX60,DDX58,992,genetic
MRPL19,MRPL30,992,genetic
MTHFD2,ATIC,992,genetic
PRC1,KIF23,992,genetic
STK26,CAB39,992,genetic
LIPF,PNLIPRP1,992,genetic
RPL34,RPS4Y1,992,genetic
RPL34,RPL10L,992,genetic
RPL34,PA2G4,992,genetic
KIF20A,KIF4A,992,genetic
TKFC,TPI1,992,genetic
SMARCD1,DPF3,992,genetic
FZR1,MAD2L1,992,genetic
CDK1,MAD2L1,992,genetic
MAPK8,DUSP1,992,genetic
AREG,ERBB4,992,genetic
CXCL1,CXCL10,992,genetic
APIP,MRI1,992,genetic
POLM,REV1,992,genetic
RAE1,GLE1,992,genetic
RAE1,NUP214,992,genetic
YWHAZ,CBY1,992,genetic
YWHAZ,YWHAB,992,genetic
GNE,NANS,992,genetic
RPS8,UTP6,992,genetic
RPS8,NOC4L,992,genetic
RPS8,BMS1,992,genetic
RPS8,WDR43,992,genetic
EAF1,AFF4,992,genetic
GPAT4,GPAM,992,genetic
INS,IGFBP7,992,genetic
INS,EGFR,992,genetic
PLAA,UFD1,992,genetic
PLAA,VCP,992,genetic
MRPL23,MRPS2,992,genetic
MRPL23,MRPS11,992,genetic
IRF7,TBK1,992,genetic
CHMP7,VPS25,992,genetic
LSS,HSD17B7,992,genetic
FTCD,MTHFD1,992,genetic
ROBO3,NELL2,992,genetic
INTS10,INTS9,992,genetic
INTS10,INTS14,992,genetic
HPS4,HPS5,992,genetic
EFCAB9,CATSPERZ,992,genetic
TCF4,TCF12,992,genetic
MRPS6,CHCHD1,992,genetic
MRPS6,MRPL47,992,genetic
MRPS6,MRPL43,992,genetic
MRPS6,MTIF2,992,genetic
MRPS6,MRPL44,992,genetic
ADA2,ADA,992,genetic
FKBP1A,CALML3,992,genetic
FKBP1A,CALML5,992,genetic
NEDD4L,AMOT,992,genetic
MASP2,FCN1,992,genetic
SNU13,NHP2,992,genetic
SNU13,NOL6,992,genetic
SNU13,NAT10,992,genetic
SNU13,SF3B1,992,genetic
SNU13,SF3B4,992,genetic
SNU13,PHF5A,992,genetic
SNU13,RPS19,992,genetic
SNU13,NGDN,992,genetic
SNU13,RPS16,992,genetic
SNU13,BYSL,992,genetic
SNU13,RPS18,992,genetic
SNU13,SNRPB,992,genetic
SNU13,DCAF13,992,genetic
POMC,LEP,992,genetic
POMC,CRH,992,genetic
CUL4B,AMBRA1,992,genetic
CASTOR1,MIOS,992,genetic
PSME4,PSMA4,992,genetic
PSME4,PSMA5,992,genetic
HPSE,HGS,992,genetic
RELA,PRKACA,992,genetic
RELA,STAT3,992,genetic
WDR60,TCTEX1D2,992,genetic
WDR43,RPS8,992,genetic
WDR43,RPS9,992,genetic
WDR43,PDCD11,992,genetic
WDR43,RPS13,992,genetic
PARG,PARP1,992,genetic
GTF2A1L,STON1,992,genetic
STON1,GTF2A1L,992,genetic
SOS1,NRAS,992,genetic
XPO1,DDX3X,992,genetic
MRPS12,MRPL34,992,genetic
MRPS12,MRPL47,992,genetic
MRPS12,MRPL43,992,genetic
MRPS12,MRPL40,992,genetic
TBC1D10A,RAB35,992,genetic
C1S,C1QC,992,genetic
CD14,TLR2,992,genetic
BLVRA,HMOX2,992,genetic
TBX20,NKX2-5,992,genetic
CD8A,ZAP70,992,genetic
PBRM1,H3-2,992,genetic
PBRM1,H3-3B,992,genetic
PBRM1,H3F3C,992,genetic
RPL31,SERBP1,992,genetic
CXCR4,CXCR2,992,genetic
UAP1L1,PGM3,992,genetic
CATSPERG,CATSPERB,992,genetic
CWC22,CASC3,992,genetic
SPIRE1,FMN2,992,genetic
CSTF2,CPSF6,992,genetic
RBM17,CHERP,992,genetic
RPL23A,RPS27L,992,genetic
RPL23A,NSA2,992,genetic
RPSA,RPL36A,992,genetic
RPSA,EIF3B,992,genetic
RPL39L,FAU,992,genetic
CATSPER4,CATSPERB,992,genetic
CHEK1,WEE1,992,genetic
CHEK1,TP53BP1,992,genetic
MGAT5B,MGAT4B,992,genetic
ERV3-1,ACE2,992,genetic
PEX5,PEX2,992,genetic
CYLD,TRAF2,992,genetic
SMARCD2,DPF3,992,genetic
NDUFS1,NDUFAF2,992,genetic
CDC7,DBF4B,992,genetic
CDC7,ATR,992,genetic
RPS18,BYSL,992,genetic
RPS18,SNU13,992,genetic
RPS18,MRPS15,992,genetic
FGFR1,PIK3R1,992,genetic
SNRPG,BCAS2,992,genetic
SNRPG,MAGOHB,992,genetic
IFT27,CLUAP1,992,genetic
OPRM1,GNAI1,992,genetic
ZNF516,PRDM16,992,genetic
GNL3,GTPBP4,992,genetic
BRMS1,HDAC1,992,genetic
DHFR,SHMT2,992,genetic
RGS4,GNAQ,992,genetic
E2F5,E2F4,992,genetic
E2F5,RB1,992,genetic
DIABLO,APAF1,992,genetic
PRF1,FASLG,992,genetic
TNF,IL10,992,genetic
TNF,CD40,992,genetic
KLC2,KLC1,992,genetic
TAF6,GTF2F1,992,genetic
RHOA,SRC,992,genetic
RHOA,ARHGAP5,992,genetic
RHOA,PKN2,992,genetic
SNRPE,CWC27,992,genetic
SNRPE,NCBP2,992,genetic
SNRPE,BUD13,992,genetic
GNA13,GNA12,992,genetic
SHC1,MET,992,genetic
SHC1,GRAP2,992,genetic
RAF1,AKT1,992,genetic
MAVS,DHX33,992,genetic
WEE1,PLK1,992,genetic
WEE1,CHEK1,992,genetic
RUNX1T1,NCOR2,992,genetic
RPF2,DDX18,992,genetic
RPL6,RPL3L,992,genetic
FBXO43,PLK1,992,genetic
ARRB2,AP2B1,992,genetic
RPL36A,RPSA,992,genetic
RPL36A,RPS5,992,genetic
TECPR1,ATG12,992,genetic
ACVR1,BMP2,992,genetic
NOP14,RSL1D1,992,genetic
NOP14,IMP3,992,genetic
NOP14,RCL1,992,genetic
ESR1,TP53,992,genetic
ESR1,DDX17,992,genetic
GPI,FBP2,992,genetic
GPI,FBP1,992,genetic
PRMT1,BTG2,992,genetic
EBNA1BP2,DDX21,992,genetic
EBNA1BP2,NOC3L,992,genetic
EBNA1BP2,RRP1B,992,genetic
HRAS,RASSF1,992,genetic
FBP1,GPI,992,genetic
FBP1,TALDO1,992,genetic
LAMP2,CD63,992,genetic
DCTN2,CAPZB,992,genetic
TRAPPC13,TRAPPC1,992,genetic
DNTTIP2,UTP15,992,genetic
DNTTIP2,DCAF13,992,genetic
BCL7B,ARID1A,992,genetic
GABARAPL1,ATG4C,992,genetic
ABCF3,GCN1,992,genetic
MPST,NFS1,992,genetic
HSD17B4,ACOX2,992,genetic
PGAM4,ENO1,992,genetic
IL10,TNF,992,genetic
MBD3,RBBP4,992,genetic
SNRPB,SMN2,992,genetic
RPL10,RPL26L1,992,genetic
SEPTIN7,SEPTIN12,992,genetic
NLE1,NSA2,992,genetic
CDKN1C,CCND3,992,genetic
RPS24,BYSL,992,genetic
DCTN4,CAPZB,992,genetic
ICAM2,ICAM1,992,genetic
POLR2H,MED6,992,genetic
C4B_2,CD55,992,genetic
RPL32,RPS4Y1,992,genetic
NDUFA5,UQCRC1,992,genetic
MRPL47,MRPL38,992,genetic
MRPL47,MRPS11,992,genetic
MRPL47,MRPL45,992,genetic
GPHN,MOCS1,992,genetic
